conversation_id_str,created_at,full_text,lang,username,relevance_label,sentiment_auto,sentiment_manual
1.82E+18,23/7/2024 20:50,@501awani alhamdulillah..allah tak pernah tidur .,in,Izzatiizzlyn,relevan,positive,positive
1.82E+18,23/7/2024 21:10,@501awani sedih for arwah but lega dah they win!,in,KmlSrh,relevan,negative,positive
1.82E+18,23/7/2024 22:17,@501awani alhamdulillah.,in,NipisSkywalker,relevan,positive,positive
1.82E+18,23/7/2024 23:03,@buletintv3 @divhumas_polri @listyosigitp @kejaksaanri @jokowi di indonesia mesti nya tegas begini pada penghilang nyawa seseorang hukum mati juga. tegakkan hukum dan kebijakan secara benar serta adil,in,jarotkharisman,relevan,neutral,neutral
1.82E+18,23/7/2024 23:16,@buletintv3 aku rasa gantung ni too ez for them and disebabkan diaorng tau kematian diaorng depa betul-betul taubat lagi adil kalau letak diaorng dalam penjara mereput seumur hidup biar tau erti penyesalan idk im not judge haha,in,iam_amli,relevan,negative,negative
1.82E+18,23/7/2024 23:46,@buletintv3 punya lah cerita kene ke tali gantung sekor2 last-last terlepas bodo macam tu jha mengamuk satu malaysia nnti,in,Sitibadari70713,relevan,neutral,negative
1.82E+18,23/7/2024 23:52,@501awani bye² 6 jahanam,in,abusaltiga,relevan,neutral,negative
1.82E+18,24/7/2024 0:20,netizens are surprised at the ability of parents of the murderers of navy cadet zulfarhan osman zulkarnain to fork out big money to hire high-profiled lawyer hisyam teh poh teik to defend their children. https://t.co/vnw8bkli3d,en,FocusMalaysiaMY,relevan,negative,negative
1.82E+18,24/7/2024 0:51,the court of appeal today imposed the death sentence on six former students of universiti pertahanan nasional malaysia (upnm) for the murder of navy cadet officer zulfarhan osman zulkarnain seven years ago. #upnm #zulfarhan #murder #bully #crime https://t.co/bhlmk6nn50,en,sinardailymy,relevan,negative,neutral
1.82E+18,24/7/2024 2:04,justice after 7 years! the court of appeal has imposed death sentence on 6 former national defence university (upnm) students for murdering navy cadet zulfarhan osman zulkarnain. this isn t the perwira culture we want. zul farhan shouldn t die in vain. https://t.co/wcaxsgmpyu https://t.co/mdpar7rkdz,en,Jeff4Malaysia,relevan,negative,positive
1.82E+18,24/7/2024 4:58,@501awani gantung mereka di menara petronas!! biadab!,in,edwinbazz,relevan,neutral,positive
1.82E+18,24/7/2024 5:17,@buletintv3 aku nak pergi boo dekat mak bapak 6 ekor barua tu. boo anak kau dah mati booo,in,_kerepek_,relevan,neutral,negative
1.82E+18,24/7/2024 5:22,@buletintv3 lex talionis. mantab! salut untuk hukumannya apabila terjadi di indonesia tidak mungkin ada vonis yang adil seperti itu.,in,JONGGRINGSALOK0,relevan,neutral,positive
1.82E+18,24/7/2024 5:22,@buletintv3 bomoh ape cite? xkena apa-apa?,it,schoneathena,relevan,neutral,negative
1.82E+18,24/7/2024 6:31,@501awani mengapa mereka sujud syukur? kerana 6 orang itu bukan manusia.,in,SajerFadhli,relevan,neutral,negative
1.82E+18,24/7/2024 6:51,yesterday 23 july six former national defence university (upnm) students were sentenced to death by the court of appeal for the murder of navy cadet zulfarhan osman zulkarnain seven years ago. however the fight for justice is not over yet. https://t.co/tlzt4pqfnk,en,saysdotcom,relevan,negative,neutral
1.82E+18,24/7/2024 7:29,@buletintv3 diindonesia hukuman ringan,in,rudestrong,relevan,neutral,neutral
1.82E+18,24/7/2024 7:43,@mynewshub mungkin geng 6 jahanam sudah minta bomoh haji abdullah tengok kot2 boleh menang kes. sekali dapat hukuman gantung sampai mati. kahkahkah. aku masih blom move on ye dengan kisah zulfarhan ni. meluap2 marah ni. yela 90 tekapan steam iron kottt. tak ke gila.,in,sinderellacomot,relevan,negative,positive
1.82E+18,24/7/2024 7:57,@mynewshub tok bomoh pun kena hukum jugak tu.... dia pencetus. 1 dah meninggal..... 6 orang akan menyusul.,in,RahimahIbrahi13,relevan,neutral,negative
1.82E+18,24/7/2024 8:10,zulfarhan osman zulkarnain s murder in 2017 represents the worst form of bullying in malaysia. after zulfarhan was falsely accused of stealing a laptop the 6 accused used it as an excuse to carry out their malicious intentions. which began with binding and beating him up. https://t.co/k9sygelpdl,en,TVS_Ent,relevan,negative,neutral
1.82E+18,24/7/2024 8:24,the court of appeal ruled that the murder case of navy cadet officer zulfarhan osman zulkarnain from seven years ago represents one of the rarest and most extreme forms of cruelty and it will not tolerate such crimes. judge datuk hadhariah syed ismail who led the three-judge https://t.co/vgjwtvshbx,en,xiongmao51515,relevan,negative,neutral
1.82E+18,24/7/2024 8:28,@mynewshub macam najib lah...12 tahun lepas tu dapat diskaun 6 tahun. lepas tu berharap diberi pengampunan. pergi mampos. dah buat jenayah jarah duit rakyat lagi nak minta pengampunan.,in,gustiadipati9,relevan,neutral,neutral
1.82E+18,24/7/2024 8:30,just heard about what happened to zulfarhan osman omfg. inalillah may your soul be comforted and be granted jannah and may your allah give your parents strength,en,lyurcid,relevan,positive,positive
1.82E+18,24/7/2024 11:09,@mynewshub aku kecewa dengan hukuman gantung sampai mati. sepatutnya seterika sampai mati.,in,Samira83513437,relevan,negative,negative
1.82E+18,24/7/2024 11:25,@mynewshub surprise boys !!! did they show mercy to the dead victim?,en,ketuakampong,relevan,negative,negative
1.82E+18,24/7/2024 11:26,@mynewshub baru laa samseng kena gantung sampai mampus takat kena jail dsai &amp; dsn pun merasa,in,ihaizan,relevan,neutral,negative
1.82E+18,24/7/2024 11:46,@mynewshub nih kes percaya bomoh lah nih masih ramai lgi yang percaya nujum pak belalang nih,in,zackry10516448,relevan,neutral,negative
1.82E+18,24/7/2024 11:46,@mynewshub sekarang kau puji hakim.dan badan kehakiman.....masa najib kena jatuh hukum kau hentam badan kehakiman... ...apa la..nampak sangat makan dedak,in,mel_abu,relevan,positive,negative
1.82E+18,24/7/2024 11:50,@mynewshub dah jahat sangat. ikut suka hati bunuh anak orang tu kenapa? dengar khabar sampai sekarang laptop tak jumpa. https://t.co/cvhwr1cw6u,in,jom_komen324,relevan,neutral,negative
1.82E+18,24/7/2024 11:54,@mynewshub agak² laptop apa yang hilang tu? kalau setakat hp dell baik beli baru. dari mak bapak kau hire lawyer duit hire tu boleh beli macbook kot. tula bila di lahirkan tidak berakal ni la jadinya. buktinya satu percaya bomoh sangkak tu.,in,stayathomes20,relevan,neutral,negative
1.82E+18,24/7/2024 12:22,@mynewshub siapa pendakwa raya yang hebat ii tu? teringin juga nak tahu biasa tengok movie selalu pendakwa raya ni hebat ii. tahniah pr untuk kes ini dan harapan kes ni kekal 302.,in,kakakezza,relevan,positive,positive
1.82E+18,24/7/2024 12:30,@buletintv3 alhamdulillah!!,in,kerandajingga,relevan,positive,positive
1.82E+18,24/7/2024 12:47,an anonymous letter allegedly sent by universiti pertahanan nasional malaysia (upnm) students to seek help from wardens to save naval cadet officer zulfarhan osman zulkarnain has gone viral on the tak application. #upnm #zulfarhan #received https://t.co/agzuze9jap,en,sinardailymy,relevan,positive,neutral
1.82E+18,24/7/2024 12:47,@mynewshub kisah ni harus sentiasa diceritakan dekat asrama asrama sekolah dan universiti supaya dah tak de dah aktiviti buli.,in,RAbugid,relevan,neutral,positive
1.82E+18,24/7/2024 12:58,@mynewshub lepas nie kes adib pula dapat keadilan sepenuhnya...,in,ritzramo,relevan,neutral,positive
1.82E+18,24/7/2024 13:02,@mynewshub @kkmputrajaya tolong tengok balik record visit allahyarham ke klinik tersebut. macam mana doktor bertugas boleh discharge patient yang mengalami severe burn wound 90% tbs area with &gt;50% 2nd degree and &gt;30% 3rd degree burn termasuk di bahagian kemaluan https://t.co/w5f2cqzj90,in,DrWiket,relevan,negative,negative
1.82E+18,24/7/2024 13:05,@mynewshub hotak dia mmbunuh tanpa sengaja ,in,skz_Infinity8,relevan,neutral,negative
1.82E+18,24/7/2024 13:13,@mynewshub budaya buli harus dihapuskan kerana impak nya besar dan menjadi trauma yang mendalam...,in,TautanKasih,relevan,negative,positive
1.82E+18,24/7/2024 13:27,@mynewshub alhamdulillah.,in,iAmAreyap,relevan,positive,positive
1.82E+18,24/7/2024 13:42,@mynewshub sepatutnya hakim memberikan nasihat tambahan kepada ibubapa okt sekali pakcik makcik gagal mendidik anak2 masing-masing malah pakcik makcik gagal untuk muhasabah diri selepas kejadian ni dan mohon maaf seikhlas hati kepada keluarga mangsa ,in,solennjk,relevan,positive,negative
1.82E+18,24/7/2024 13:45,@mynewshub malaysia ni kalau ada kabel..hukuman gantung pun boleh cancel..,in,mrfugitive012,relevan,neutral,negative
1.82E+18,24/7/2024 13:47,@mynewshub biadap sangat 6 orang ini ,in,Hernan_DY,relevan,neutral,negative
1.82E+18,24/7/2024 14:00,@buletintv3 sepatutnya pesalah harus merasai tekapan dari seterika yang panas untuknya sebelum menerima hukuman gantung sampai mati.,in,MohamadRafizal,relevan,negative,negative
1.82E+18,24/7/2024 14:02,@mynewshub selalunya mereka yang membuli ni mak bapak orang besar besar dan yang dibuli mak bapak orang biasa biasa sedang kita hangat bicara kes ini masih ada kes buli yang sedang berlaku semoga allah lindungi kita dan keluarga kita drpd ujian sebegini,in,khairlrazi,relevan,positive,positive
1.82E+18,24/7/2024 14:14,@mynewshub babi nak rayu 7 tahun penjara jeee nyawa dibalas nyawa la 6 jahanam ni,in,nazifaaamd,relevan,neutral,negative
1.82E+18,24/7/2024 14:36,@mynewshub apa perasan nak mati pun orang sorak gembira? best? harap soalan ni dapat ditujukan kepada 6 jahanam tu.,in,the8alejandr0,relevan,positive,negative
1.82E+18,24/7/2024 14:41,@mynewshub warden mana warden sudah dapat kalau untuk siasat bilik kau pilih untuk jadi bangang !!,in,rei_yoshiki,relevan,neutral,negative
1.82E+18,24/7/2024 14:49,@mynewshub aku nak tanya satu je dekat babi2...macam mana kau boleh hidup tidur makan bernafas dengan tenang ehh lepas kau seksa bunuh orang???!!!,in,dannyhaiqal15,relevan,neutral,negative
1.82E+18,24/7/2024 15:04,@mynewshub biar mak bapak korang rasa apa yang mak bapa arwah rasa!! sial,in,Asnii8,relevan,neutral,negative
1.82E+18,24/7/2024 15:10,such a soothing threads to those with broken hearts. thank you ustaz. may allah have mercy on al-marhum zulfarhan osman zulkarnain. he will remain forever etched in our hearts.,en,sheluth_nur,relevan,positive,positive
1.82E+18,24/7/2024 15:13,@mynewshub moga jadi pengajaran pada rekrut² yang lain. tak kira la korang senior ke apa ke.. jangan seronok sangat nak tunjuk pailang nak membuli dan bertindak sendiri jika ada masalah. ikut peraturan..,in,arbeeZONE,relevan,positive,positive
1.82E+18,24/7/2024 15:15,@mynewshub tok moh bangga tak anak sendiri ketali gantung kerana ramalan dia sendiri.?,in,arbeeZONE,relevan,neutral,negative
1.82E+18,24/7/2024 15:25,@mynewshub suruh tok bomoh ni cari mh370 plak.,in,sajasajalahkan,relevan,neutral,negative
1.82E+18,24/7/2024 15:30,@mynewshub semoga tenang roh arwah di sana. dalam syurga nanti tak rasa dah siksa seperti di dunia. ya allah tak terbayang kalau kena macam arwah kena.,in,SirHishamMahir,relevan,positive,positive
1.82E+18,24/7/2024 15:43,@mynewshub kerana laptop nyawa jadi taruhan..,in,kaukoyakketu,relevan,neutral,negative
1.82E+18,24/7/2024 15:58,@mynewshub harap stesen tv dapat buat live nanti agar dapat beri pengajaran kepada semua rakyat di malaysia ni,in,beckhlyn7,relevan,positive,negative
1.82E+18,24/7/2024 16:12,@mynewshub tiada secebis rasa kesian pun dekat mereka ni,in,heyn4dd,relevan,neutral,negative
1.82E+18,24/7/2024 19:53,@mynewshub mak bapak 6 jahannam ni semua lembab-lembab nak anak kau selamat last-last ke tali gantung terus alhamdulillah .semoga cepat-cepat masuk neraka .melalak menangis la mak bapak korang keadilan demi si arwah zulfarhan,in,najaaron97,relevan,positive,negative
1.82E+18,24/7/2024 22:05,@mynewshub mak bapak zulfarhan hantar anaknya pegi belajar tinggi - tinggi nak tengok kejayaan anak dia . bukan untuk dibunuh barua barua babi hutan yang tiada belas kasihan macam 6 jahanam ni .,in,KweenXue,relevan,neutral,negative
1.82E+18,24/7/2024 23:25,@mynewshub kepada doktor azfar bin hussin dari klinik as salam kau memang babi ye nak duit je kau tak report polis ke lepas tengok si mati dengan kesan lecur sebanyak 90 kesan? dengan lebam kena tumbuk lagi kau patut tarik lesen masuk jail atas kecuaian,in,amirulfahmis,relevan,neutral,negative
1.82E+18,24/7/2024 23:53,@mynewshub semoga rayuan kalini tidak berpihak pada mereka dn hukuman gantung kekal dn jadi iktibar pada anak anak orang lain,in,FarahJamil_,relevan,positive,negative
1.82E+18,25/7/2024 0:05, @mynewshub ambil pengajaran dari kisah mereka kita tidak tahu ujian kita kelak. kalau ikutkan tertuduh ke-3 tu cuma tekap sekali sahaja tapi ke tali gantung. jadi ambil iktibar perkara ini belajar untuk katakan tidak pada satu-satu arahan terutama yang sedang di alam pekerjaan. https://t.co/vkzqqa9wgs,in,doktunggulagi,relevan,positive,positive
1.82E+18,25/7/2024 0:23,@mynewshub gantung nanti buat live la,in,fakhrychamakh,relevan,neutral,negative
1.82E+18,25/7/2024 1:27,i hope rotten mango will cover the late zulfarhan osman case coz i love her storytelling️,en,doeeyeskook,relevan,positive,positive
1.82E+18,25/7/2024 1:42,zulfarhan shall not die in vain. malay mail: here s why judges ordered 6 ex-upnm students to hang to death for navy cadet zulfarhan s murder. understand the torments his parents zulkarnain idros (left) &amp; hawa osman had endured in the past 7 years. https://t.co/ky4gjslfh4 https://t.co/tzi4q7yecw,en,Jeff4Malaysia,relevan,negative,neutral
1.82E+18,25/7/2024 2:10,it's too crazy and has a traumatic impact on us readers not to mention zulfarhan's family al-fatihah zulfarhan osman,en,hernameher,relevan,negative,negative
1.82E+18,25/7/2024 2:18,they supposed to be the hero of our nation. but they choose to be the evil. our country will forever be mourn with zulfarhan osman case. justice prevail zulfarhan osman. al-fatihah.,en,nurazriiiiiiii,relevan,negative,negative
1.82E+18,25/7/2024 2:38,@mynewshub soalan serius ni nak tanya katakanlah seorang daripada 6 tertuduh tak nak proceed ke mahkamah rayuan maknanya dia nak kekal hukuman 18 tahun penjara jadi hukuman gantung mahkamah rayuan semalam dia tak kenalah kan?,in,HarizHaik,relevan,neutral,neutral
1.82E+18,25/7/2024 3:44, @buletintv3 sebelum digantung tititnya pada diseterika sampai matang dulu boelh tak,in,hyungwati,relevan,neutral,negative
1.82E+18,25/7/2024 4:00,@gengknegara tindakan/hukuman perlu dikenakan kepada pegawai/warden yang menghiraukan mesej tersebut. upnm tidak sepatutnya berdiam diri dengan kes yang berlaku.,in,mmokhta52586768,relevan,neutral,negative
1.82E+18,25/7/2024 4:03, @gengknegara tolong ambik tindakan juga pada mana-mana yang buat pekak buta tu..geram eh,in,Feyyu69,relevan,neutral,negative
1.82E+18,25/7/2024 4:24,@gengknegara dia still kerja lagi ke dengan upnm? cm tiada muka ke kau eh,in,ayu_hussein,relevan,neutral,negative
1.82E+18,25/7/2024 4:32, @gengknegara ju sial warden sial semua otak dah jadi taik. ingatkan masuk askar lagi jadi orang tapi jadi taik . makan taik ke masa mula-mula masuk? bodoh,in,mckgswp,relevan,neutral,negative
1.82E+18,25/7/2024 4:36,@gengknegara boleh try saman negligence,in,diradoraa,relevan,neutral,negative
1.82E+18,25/7/2024 4:37,@gengknegara buang kapten tu.,in,thekimzj,relevan,neutral,negative
1.82E+18,25/7/2024 4:41, @gengknegara macam mana boleh join askar pakai spek..betulah semak je upnm ni bila sudah join atm.,in,ThruPeep,relevan,positive,negative
1.82E+18,25/7/2024 4:42, @gengknegara semak betul dengan budak-budak upnm yang join atm. kau try lah apply kadet or rekrut. baru ori soljar ,in,ThruPeep,relevan,positive,negative
1.82E+18,25/7/2024 4:43,@gengknegara bodoh kawan dah separuh mati hanya mampu tulis surat layang. stupid fucks,in,aqilqassam,relevan,negative,negative
1.82E+18,25/7/2024 4:48,@gengknegara ingatlah wajah seorang wanita seorang ibu bernama haryani binti hasan ini sampai bila bila. dia sendiri ketika kejadian mempunyai 3 orang cahaya mata 3 orang anak lelaki. macam mana boleh hilang sifat keperimanusian dalam diri tu https://t.co/3dge8m31im,in,anasmyibrahim,relevan,neutral,negative
1.82E+18,25/7/2024 4:50,@gengknegara dalam konteks ini pegawai2 yang berwibawa &amp; bermoral akan melakukan apa yang betul demi nyawa seseorang tu selamat. bukan demi maruah maktab/institusi atau pegawai2 atasan/tetentu.,in,Malacire,relevan,positive,negative
1.82E+18,25/7/2024 5:02, @gengknegara warden tu kaki buli jugak memang jenis tak ada perasaan.,in,Khairulvcc03,relevan,neutral,negative
1.82E+18,25/7/2024 5:04,@gengknegara dia dengan kawan dia lagi sorang akmal akif. yang kawan dia ni awal awal kena tahan 330 tapi dilepaskan sebab disahkan tiada kaitan dengan kes ni. 2 tahun baru lepas 2 tahun tangguh belajar. entah siapa petik nama dia kesian do,in,hazimrahim__,relevan,neutral,negative
1.82E+18,25/7/2024 5:05,@gengknegara genuine question; students upnm masa ni ada curfew tak boleh keluar ke? (= tak boleh tujukan surat pada pihak luar/polis). bagaimana dengan handphone? (call 999).,in,farahhana1982,relevan,positive,negative
1.82E+18,25/7/2024 5:11,@gengknegara dia baru pertama kali tengok semula surat ni semenjak kejadian https://t.co/ey1zdeiqgp,in,TaufiqMNi,relevan,neutral,neutral
1.82E+18,25/7/2024 5:24, @gengknegara punca kapten tu ignore surat layang sebab bagi dia budaya buli tu biasa. memang tak guna orang macam ini.,in,Kamaliyah_07,relevan,negative,negative
1.82E+18,25/7/2024 5:29,@gengknegara layak lagi ke jadi kapten kalau level macam ni? elok buang je dari tentera. ambil yang lebih layak dan bertanggung jawab. hidup makan duit tax payer tapi benda basic pun takle handle.,in,azrul_ridzuan_,relevan,neutral,negative
1.82E+18,25/7/2024 5:33,@gengknegara yang paling tak masuk akal warden ialah sorang pegawai tinggi yang menjalani latihan ketenteraan. bukan ke dorang sepatutnya lebih alert dengan info dan ada instinct yang tinggi? ini lepas tangan dan pandang ringan.,in,JusobSakinah,relevan,positive,negative
1.82E+18,25/7/2024 5:37,@gengknegara perempuan bukan semua mampu jadi bijak.. tu tak layak jadikan perempuan sebagai ketua.. upnm tak ada warden laki ke?,in,Luqmanhasif7,relevan,neutral,negative
1.82E+18,25/7/2024 5:44,@gengknegara kapten haryani tu jantan atau betina?,in,fauzitahir8098,relevan,neutral,neutral
1.82E+18,25/7/2024 5:56,@gengknegara di mana kapten itu sekarang? dah naik pangkat lt kol?,in,icp_zamir,relevan,neutral,negative
1.82E+18,25/7/2024 5:57,@gengknegara 7 nyawa hilang disebabkan ketidakpedulian mereka yang mempunyai kuasa untuk bertindak,in,arifakib1,relevan,neutral,negative
1.82E+18,25/7/2024 5:58,@gengknegara kes ni boleh jadikan pengajaran dekat pihak uni dan atm supaya tak abaikan bila ada nota atau surat layang macam ni. pergi siasat segera. jangan ambil mudah walaupun benda tu kecil. sekurang2nya kalau awal dah tau boleh cegah dengan segera. nasi dah jadi bubur.,in,Pejuangbelting,relevan,positive,positive
1.82E+18,25/7/2024 6:04,@mynewshub sepatutnya dengan bomoh sekali kena gantung.,in,PenaMinang,relevan,neutral,negative
1.82E+18,25/7/2024 6:23,@gengknegara jom buat petisyen bicara kan sekali haryani untuk elakkan kes gaji buta dan tutup sebelah mata ni,in,iamwhatiam1888,relevan,neutral,negative
1.82E+18,25/7/2024 6:41,@gengknegara aku geram betul la dengan warden bingai ni. busy sangat ke sampai tak nak tengok tu. tolong satreka dia pulak,in,izzarafilshah,relevan,neutral,negative
1.82E+18,25/7/2024 6:42,@gengknegara kapten makan gaji buta,in,fiedomay,relevan,neutral,negative
1.82E+18,25/7/2024 6:59,@gengknegara terima kasih kerana ada hati dan perasaan yang baik ketika itu.. mohon beliau ini di naikkan pangkat kapten,in,KakashiZaheed,relevan,neutral,positive
1.82E+18,25/7/2024 7:12,@gengknegara anak cikgu rohimah ni rupanya. kecik sungguh dunia. hahahahah,in,Owafaaaaa,relevan,neutral,neutral
1.82E+18,25/7/2024 7:17,@mynewshub mereka boleh buat rayuan lagi ke? kalau masih boleh lagi tak boleh nak happy lagi la.,in,MumblyAnna,relevan,positive,negative
1.82E+18,25/7/2024 7:22,@mynewshub 12 yang berdiam diri juga merupakan pembunuh senyap.,in,AmenoWorld,relevan,neutral,negative
1.82E+18,25/7/2024 7:28,@gengknegara selepas 8tahun baru tuan badan tengok balik surat ni.. https://t.co/mjbgkjrmaz,in,fiftyfiftyfiffy,relevan,neutral,neutral
1.82E+18,25/7/2024 7:55,@gengknegara mungkin juga 6 penuntut lagi tidak ke tali gantung.. والله اعلم بالصواب.. هاڽ الله يڠ مڠتاهويڽ..,und,LilleAmma,relevan,neutral,neutral
1.82E+18,25/7/2024 7:59,@gengknegara warden tu mana ya sekarang.. dan ada lagi orang yang pukul dia antara 20-30 orang kan tolong listkan namanya allahu sakitnya hati ,in,applecutie_btw,relevan,negative,negative
1.82E+18,25/7/2024 8:01,@gengknegara masih ada manusia yang berhati perut. terima kasih aufa. semoga sentiasa dipermudahkan urusan ,in,mayazakimz,relevan,positive,positive
1.82E+18,25/7/2024 8:07,@gengknegara kapten haryani otak dekat juboq,in,jangankacau21,relevan,neutral,negative
1.82E+18,25/7/2024 8:17,@mynewshub jom viralkan tok bomoh jenis mencabul ni...kimak https://t.co/fzpyenslzq,in,Eastcantdak747,relevan,neutral,negative
1.82E+18,25/7/2024 8:18,@mynewshub malaysia ni kena gubal 1 undang-undang jenayah yang baru fitnah hingga membawa maut .. boleh kita charge bomoh tu..sebab di malaysia ni ramai orang percaya dekat bomoh2 temberang ni..so geng2 seangkatan bomoh temberang ni tak lah sesuka hati petik nama orang..sebab ada undang-undang..,in,jaifoodart,relevan,neutral,negative
1.82E+18,25/7/2024 8:18,@gengknegara mereka tak berani nak buat apa-apa kot sebab kenal sapa mak bapak bebudak celaka 6 ekor tu apa lagi sebab lain kalau bukan begitu?,in,ZIMGODO,relevan,neutral,negative
1.82E+18,25/7/2024 8:23,@gengknegara mohon tindakan kepada warden tersebut... buat laporan polis dan ambil tindakan sewajarnya...,in,FlexKuantan,relevan,neutral,negative
1.82E+18,25/7/2024 8:27,@gengknegara terbaik leftenan. anda pegawai tentera yang prihatin,in,Peaceworld9111,relevan,positive,positive
1.82E+18,25/7/2024 8:36,@gengknegara dr dekat klinik tu pun bangang nak kata hijab tertutup tak nampak luka banyak gila.,in,kabutneaubilem,relevan,neutral,negative
1.82E+18,25/7/2024 8:37,@gengknegara rasa hayani tu dah jadi bekas kapten harapnya membazir duit bayar gaji,in,kabutneaubilem,relevan,neutral,negative
1.82E+18,25/7/2024 8:57,@gengknegara namun malamgnya kapten itu sangat tidak bijak,in,syamhassan,relevan,neutral,negative
1.82E+18,25/7/2024 9:07, @gengknegara kenapa warden ni tak kena apa-apa langsung bersuka ria dekat luar. tunggu pembalasan dia tak dekat dunia akhirat menanti .,in,HzzLsa,relevan,neutral,negative
1.82E+18,25/7/2024 9:20,@gengknegara apa tindakan pada kapten haryani??,in,AalanPerfume,relevan,neutral,neutral
1.82E+18,25/7/2024 9:26,@gengknegara kapten pundek tu mana? macam mana nak expose kan mangkuk sial ni?,in,usaashawan,relevan,negative,negative
1.82E+18,25/7/2024 9:50,the instagram page of a whistleblower who had attempted to seek help for naval cadet zulfarhan osman zulkarnain before his senseless death has been flooded with well-wishes from netizens. https://t.co/j8be16ulzw,en,Scoopdotmy,relevan,negative,positive
1.82E+18,25/7/2024 10:26,@gengknegara so kiranya nak kata salah satu punca dari kapten pun macam boleh jadi? minta ampun la kau kapten. tuhan sja yang tahu pihak mana yang benar.,in,ezamold,relevan,neutral,negative
1.82E+18,25/7/2024 10:48,@gengknegara wow.. memang ada ciri seorang hero / askar perisik . buat tulisan tangan geometri supaya susah dikesan,in,andoseie,relevan,positive,neutral
1.82E+18,25/7/2024 11:08,@gengknegara mak bapak zulfarhan patut saman upnm gile gile sampai universiti bodoh tu tutup pun takpe!,in,Izraa,relevan,neutral,negative
1.82E+18,25/7/2024 11:19, @gengknegara ni la masalah community tu sendiri..ramai je aware pasal budak kena buli tapi bagi mereka benda kecil..bila da ade mati baru nak pikir..,in,kira_darkside,relevan,neutral,negative
1.82E+18,25/7/2024 11:40,news about zulfarhan osman zulkarnain murders... the belacan species strayed from the moral laws because islam's allah satan guides and misguid es whoever he likes. their murderous prophet also deserves the deepest level in hell as compared to adolf hiltle's hell. https://t.co/f71lazgzxi,en,MalayaKristen,relevan,positive,negative
1.82E+18,25/7/2024 11:52,@gengknegara dah terang terang dalam surat tu suruh ambush. dia bantai pergi send whatsapp. macam mana lah boleh jadi tentera kalau benda macam ni pun lembap bukannya kena break the code ke apa,in,imnatnotnut,relevan,neutral,negative
1.82E+18,25/7/2024 12:21, @gengknegara ni rupanye sebab luka daripada seterika boleh jadi punca organ zulfarhan bermasalah. zalimnya pelaku! https://t.co/ukx1lp6pxy,in,araauni,relevan,negative,negative
1.82E+18,25/7/2024 12:50,@buletintv3 hebat malaysia! di indonesia ga ada hukuman tegas begini. di sini cuma hukuman penjara yang relatif ringan. kasus2 pembunuhan santri di pesantren siswa sekolah kedinasan semua cuma hangat2 tai ayam.,in,KenDjoko,relevan,neutral,positive
1.82E+18,25/7/2024 13:36, @gengknegara tak pelik perangai doktor kesihatan tentera memang prangai bangsat pun. skod aku pecah usus kena raging pun mereka kata macam mana nak jadi askar ni bru sikit dah macam ni . kiwak kau tu buddy aku. aku tengok depan mata kena jek dekat perut. kau boleh kata relax. orang tu icu sudah kot. mujur xmati je.,in,Thehulkey,relevan,negative,negative
1.82E+18,25/7/2024 14:00,suhakam says it shares in the grief and anguish of the family of zulfarhan osman zukarnain and recognises the severity of the crime against him. however it says sentencing of the six ex-unpm students to death marks a sad and solemn day in malaysia's judicial history. 1 https://t.co/xvtefwnlzj,en,NewsBFM,relevan,negative,neutral
1.82E+18,25/7/2024 14:11,@gengknegara susah la manusia bila tiada sifat berperikemanusiaan ni. boleh sekutu dengan israel sudah. memang tak layak gelar manusia tapi nak gelar haiwan pun tak boleh jugak. sebab haiwan pun ada perasaan. gelaran setan je yang terbaik untuk dorang ni kenapa kejam sangat? manusia tak macam tu selain setan.,in,Ivan_roseee,relevan,positive,negative
1.82E+18,25/7/2024 16:53,it's quite embarrassing that suhakam didn t make it loud and clear that zulfarhan osman zulkarnain's death directly violates article 3 of the universal declaration of human rights which says everyone has the right to life liberty and security.,en,__saloma,relevan,negative,negative
1.82E+18,25/7/2024 18:10,#nstletters in 2017 the death of national defence university (#upnm) navy #cadet zulfarhan osman zulkarnain 21 shocked the nation. #bully https://t.co/zv9nn3yth5,en,NST_Online,relevan,negative,neutral
1.82E+18,26/7/2024 0:18,@gengknegara kematian almarhum zulfarhan bukan satu satunya kes di upnm masih ada lagi beberapa kes yang sedang berjalan yang juga melibatkan kematian pelatih kita harus menuntut pihak pengurusan upnm semuanya ditukarkan dan digantikan dengan kadar segera,in,AjiKamprett,relevan,neutral,negative
1.82E+18,26/7/2024 0:43, @gengknegara bukan nyawa arwah zulfarhan je selamat.. 6 orang tu pun boleh selamat dari hukuman gantung... Paling-paling pun kene denda,in,NelDaniels_,relevan,neutral,negative
1.82E+18,26/7/2024 1:02,@gengknegara ya si aiman ni kena tangkap naik turun mahkamah 2 tahun hilang masa 2 tahun siap kena buang masa jadi okt. harga jadi orang baik. jadi bodoh macam warden yilekk..,in,asyraf_naim,relevan,neutral,negative
1.82E+18,26/7/2024 1:50,#nstletters in 2017 the death of national defence university (upnm) navy cadet zulfarhan osman zulkarnain 21 shocked the nation. https://t.co/2y7oc90jkg,en,NST_Online,relevan,negative,neutral
1.82E+18,26/7/2024 1:55,@gengknegara surat layang tu sebelum sampai ke kapt haryani ada sarjan yang ambil dari palang pintu pagar masuk rsat. sarjan siap share dalam group whatsapp jurulatih. still tak ada orang buat ambush. sampai sempat arwah dipindahkan ke sana sini.,in,hanaeism,relevan,positive,negative
